model,term,coefficient,standard_error,odds_ratio,ci_low,ci_high,p_value
pooled_common_surgical_support,anesthesia_hours,0.16470624539238263,0.03762406651254137,1.1790467174295542,1.0952300473159073,1.2692777789362757,1.1994750536834815e-05
pooled_common_surgical_support,total_low10,0.012331600598549989,0.05491193662038336,1.0124079482921993,0.9091057840358551,1.1274483913357165,0.8223134228820678
pooled_common_surgical_support,excess5_10,0.04452814193889853,0.08723837107427755,1.0455343996616357,0.8812129895277213,1.2404971259691455,0.6097577894886821
pooled_common_surgical_support,mean_depth5,0.002322847596964113,0.05451221967759505,1.0023255474975246,0.9007575570228784,1.115346183146921,0.9660112259767241
center_interaction,Intercept,-4.2355195311712635,0.6400992332741312,0.014472289438811492,0.004127468661042227,0.050744700638828626,3.6662770019244146e-11
center_interaction,C(center)[T.VitalDB],-0.03060080779575784,0.29719351375957864,0.9698626574223875,0.5416748359732109,1.73652810098222,0.9179900077444955
center_interaction,C(sex_group)[T.Male],0.5907656989708995,0.17883081596467737,1.80537025644066,1.2715844742398947,2.5632286559561352,0.00095489590717494
center_interaction,C(asa_group)[T.2],0.53559611209278,0.47763485736538797,1.7084663762300534,0.6699507973369206,4.356823471680633,0.2621386743805615
center_interaction,C(asa_group)[T.3],1.2452063048817683,0.5224815643164386,3.4736513566520864,1.2475245854631098,9.672157076641186,0.01716034705868281
center_interaction,C(asa_group)[T.4],1.8936792270409308,0.5581378636862442,6.643767698527179,2.2249826454894577,19.838199332239366,0.0006916897174934917
center_interaction,C(surgical_category)[T.genitourinary_gynecologic],1.2746449680312564,0.29688057049057537,3.5774310822112545,1.9992452656419812,6.4014222606457425,1.7590971464955554e-05
center_interaction,C(surgical_category)[T.out_of_common_support],-0.19679439333825163,0.24258079077667336,0.8213594929361693,0.5105615877677024,1.321351689589519,0.41722039698267566
center_interaction,C(surgical_category)[T.superficial_other],-0.21956631434238816,0.32353474712993235,0.8028669143362017,0.42584375748110115,1.5136896357212442,0.49736071529010617
center_interaction,C(surgical_category)[T.thoracic],-0.559388180516099,0.2441988848045123,0.571558647613633,0.35415904049702535,0.9224084388851538,0.021980345190084353
center_interaction,C(surgical_category)[T.vascular],-0.021949021337173212,0.28011617538143724,0.978290105701475,0.5649790452526422,1.693959340537024,0.9375441960940527
center_interaction,age10,0.023732343877583034,0.05621376557273382,1.0240161970026092,0.9171863484216174,1.1432891184307683,0.6728934265524105
center_interaction,egfr10,-0.15941300469826936,0.03623355956208147,0.8526441402042795,0.794192442280523,0.9153978193712211,1.0845285482954929e-05
center_interaction,anesthesia_hours,0.13567611772848148,0.03149315682002323,1.145310887625098,1.07675368211409,1.2182331494210779,1.6465233220697646e-05
center_interaction,total_low10,-0.008925281039049654,0.04645387726932733,0.9911144310467654,0.9048616612813353,1.0855889441024058,0.8476387303569979
center_interaction,excess5_10,0.07711561228468045,0.07793061858774998,1.0801669497429107,0.9271632775955945,1.2584198139756517,0.32239808086743516
center_interaction,excess5_10:C(center)[T.VitalDB],-0.046167460045673944,0.05687537143135378,0.9548820442104154,0.8541562497791406,1.0674858593977696,0.4169464268995857
center_interaction,mean_depth5,-0.002172355559841376,0.0509738333855894,0.9978300022968211,0.9029580046278547,1.1026700116513475,0.9660067858600437
